Index,Type,Incorrect,Correct,Prediction,Levenshtein Distance,Accuracy,Exact Match
365,word,maintenence,maintenance,maintenance,0.0,100.0,True
366,word,managable,manageable,managable,0.4444444444444444,50.0,False
367,word,manuever,maneuver,maneuver,0.0,100.0,True
368,word,medival,medieval,medial,0.3333333333333333,50.0,False
369,word,millenium,millennium,millennium,0.0,100.0,True
370,word,miniscule,minuscule,miniscule,0.1111111111111111,88.88888888888889,False
371,word,noticable,noticeable,noticeable,0.0,100.0,True
372,word,occassion,occasion,occasion,0.0,100.0,True
373,word,occured,occurred,occurred,0.0,100.0,True
374,word,persistant,persistent,persistent,0.0,100.0,True
375,word,posession,possession,possession,0.0,100.0,True
376,word,preferible,preferable,preferable,0.0,100.0,True
377,word,priviledge,privilege,privilege,0.0,100.0,True
378,word,procede,proceed,proceed,0.0,100.0,True
379,word,proffessional,professional,professional,0.0,100.0,True
380,word,recieve,receive,receive,0.0,100.0,True
381,word,recomend,recommend,recommend,0.0,100.0,True
382,word,relevent,relevant,relevant,0.0,100.0,True
383,word,responsability,responsibility,responsibility,0.0,100.0,True
384,word,seperate,separate,separate,0.0,100.0,True
385,word,severly,severely,severely,0.0,100.0,True
386,word,succesful,successful,successful,0.0,100.0,True
387,word,suprise,surprise,surprise,0.0,100.0,True
388,word,treshold,threshold,threshold,0.0,100.0,True
389,number,onn,one,on,0.0,66.66666666666666,False
390,number,twi,two,two,0.0,100.0,True
391,number,thre,three,the,0.3333333333333333,40.0,False
392,number,forr,four,for,0.3333333333333333,50.0,False
393,number,fiev,five,five,0.0,100.0,True
394,number,sxi,six,six,0.0,100.0,True
395,number,sevn,seven,seen,0.5,40.0,False
396,number,eigt,eight,eight,0.0,100.0,True
397,number,nien,nine,nine,0.0,100.0,True
398,number,zreo,zero,zero,0.0,100.0,True
399,number,tn,ten,to,0.5,33.33333333333333,False
400,number,fivteen,fifteen,fifteen,0.0,100.0,True
401,number,twentythree,twenty-three,twentythree,0.36363636363636365,58.333333333333336,False
402,number,thiryfour,thirty-four,thiryfour,0.5555555555555556,36.36363636363637,False
403,number,fortyseven,forty-seven,fortyseven,0.5,45.45454545454545,False
404,number,fiftey-two,fifty-two,fifty-two,0.0,100.0,True
405,number,sixtyeight,sixty-eight,sixtyeight,0.5,45.45454545454545,False
406,number,seventynie,seventy-nine,seventynie,0.3,58.333333333333336,False
407,number,eightysix,eighty-six,eightysix,0.3333333333333333,60.0,False
408,number,nintynine,ninety-nine,nintynine,0.5555555555555556,36.36363636363637,False
409,number,one hudnred,one hundred,one hundred,0.0,100.0,True
410,number,one hundered twentyfive,one hundred twenty-five,one hundred twentyfive,0.18181818181818182,78.26086956521739,False
411,number,two hundreed,two hundred,two hundred,0.0,100.0,True
412,number,twohundredfifty,two hundred fifty,twohundredfifty,0.7333333333333333,23.52941176470588,False
413,number,three hundredthirtythree,three hundred thirty-three,three hundredthirtythree,0.4583333333333333,50.0,False
414,number,for hundred,four hundred,for hundred,0.8181818181818182,16.666666666666664,False
415,number,fourhundred sevnty-six,four hundred seventy-six,fourhundred seventy-six,0.8260869565217391,16.666666666666664,False
416,number,five hunderd,five hundred,five hundred,0.0,100.0,True
417,number,sxi hundred,six hundred,six hundred,0.0,100.0,True
418,number,sevn hundred,seven hundred,seen hundred,0.8333333333333334,15.384615384615385,False
419,number,eigthundred fifty-nine,eight hundred fifty-nine,eigthundred fifty-nine,0.7727272727272727,20.833333333333336,False
420,number,nien hundred,nine hundred,nine hundred,0.0,100.0,True
421,number,one tousand,one thousand,one thousand,0.0,100.0,True
422,number,two-thousand,two thousand,two-thousand,0.08333333333333333,91.66666666666666,False
423,number,three thousnd threehundred,three thousand three hundred,three thousand threehundred,0.25925925925925924,71.42857142857143,False
424,number,four thousd fivehundred,four thousand five hundred,four should fivehundred,0.6086956521739131,34.61538461538461,False
425,number,fivethousand sixhundredfifty,five thousand six hundred fifty,fivethousand sixhundredfifty,0.8571428571428571,12.903225806451612,False
426,number,sixtousand,six thousand,sixtousand,0.7,25.0,False
427,number,seventhouand,seven thousand,seventhouand,0.5833333333333334,35.714285714285715,False
428,number,eigthtousand sevenhundred,eight thousand seven hundred,eigthtousand sevenhundred,0.8,17.857142857142858,False
429,number,ninetousnad,nine thousand,ninetousnad,0.6363636363636364,30.76923076923077,False
430,number,tentousand,ten thousand,tentousand,0.7,25.0,False
431,number,twelvetousand fivehundred,twelve thousand five hundred,twelvetousand fivehundred,0.72,25.0,False
432,number,twentythosend,twenty thousand,twentythosend,0.5384615384615384,40.0,False
433,number,thirtythousand threehindred,thirty thousand three hundred,thirtythousand threehindred,0.7407407407407407,24.137931034482758,False
434,number,fortythosand,forty thousand,fortythosand,0.5833333333333334,35.714285714285715,False
435,number,fiftythpusand onehunderd,fifty thousand one hundred,fiftythpusand onehunderd,0.7916666666666666,19.230769230769234,False
436,number,sixtythousnd,sixty thousand,sixtythousnd,0.5833333333333334,35.714285714285715,False
437,number,seventythousnad,seventy thousand,seventythousnad,0.4666666666666667,50.0,False
438,number,eighty-thousand fivehundded,eighty thousand five hundred,eighty-thousand fivehundded,0.25925925925925924,71.42857142857143,False
439,number,ninethosand ninhudred,ninety thousand nine hundred,ninethosand ninhudred,0.7142857142857143,21.428571428571427,False
440,name,Tereaza,Tereza,Tereaza,0.3333333333333333,66.66666666666666,False
441,name,Jakoub,Jakub,Jakoub,0.4,60.0,False
442,name,Anah,Anna,Ah,0.5,25.0,False
443,name,Peter,Petr,Peter,0.25,75.0,False
444,name,Sofie,Sophie,Bowie,0.8,16.666666666666664,False
445,name,Alekzander,Alexander,Alekzander,0.6666666666666666,33.33333333333333,False
446,name,Marry,Marie,Carry,0.6,40.0,False
447,name,Leonn,Leon,Penn,0.5,50.0,False
448,name,Katarina,Katharina,Katarina,0.625,33.33333333333333,False
449,name,Lucass,Lukas,Lucass,0.2,80.0,False
450,name,Giulia,Julia,Julia,0.0,100.0,True
451,name,Sebastin,Sebastian,Sebastin,0.125,77.77777777777779,False
452,name,Charlot,Charlotte,Charcot,0.14285714285714285,66.66666666666666,False
453,name,Willam,William,William,0.0,100.0,True
454,name,Olivya,Olivia,Olivya,0.16666666666666666,83.33333333333334,False
455,name,Jams,James,Dams,0.5,40.0,False
456,name,Charlette,Charlotte,Charlotte,0.0,100.0,True
457,name,Benjiman,Benjamin,Benjiman,0.25,75.0,False
458,name,Amellia,Amelia,Amellia,0.3333333333333333,66.66666666666666,False
459,name,Lucus,Lucas,Mucus,0.4,60.0,False
460,name,Isabela,Isabella,Isabel,0.0,75.0,False
461,name,Henrey,Henry,Henry,0.0,100.0,True
462,name,Abagail,Abigail,Abigail,0.0,100.0,True
463,name,Anastacia,Anastasia,Anastacia,0.1111111111111111,88.88888888888889,False
464,name,Dmitri,Dmitry,Dmitri,0.16666666666666666,83.33333333333334,False
465,name,Ekaterena,Ekaterina,Ekaterena,0.1111111111111111,88.88888888888889,False
466,name,Iwan,Ivan,Swan,0.5,50.0,False
467,name,Nataliya,Natalia,Natalya,0.14285714285714285,85.71428571428571,False
468,name,Alexsandr,Aleksandr,Alexsandr,0.1111111111111111,88.88888888888889,False
469,name,Maira,Maria,Hair,0.75,20.0,False
470,name,Sergay,Sergei,Sergey,0.16666666666666666,83.33333333333334,False
471,name,Yulya,Yulia,July,0.5,40.0,False
472,name,Vladmir,Vladimir,Vladimir,0.0,100.0,True
473,name,Jovanaa,Jovana,Jovanaa,0.0,100.0,False
474,name,Steffan,Stefan,Steffan,0.3333333333333333,66.66666666666666,False
475,name,Anna,Ana,Anna,0.3333333333333333,66.66666666666666,False
476,name,Nickola,Nikola,Nickola,0.6666666666666666,33.33333333333333,False
477,name,Draganna,Dragana,Draganna,0.14285714285714285,85.71428571428571,False
478,name,Marco,Marko,Sarco,0.4,60.0,False
479,name,Myllica,Milica,Myllica,0.6666666666666666,33.33333333333333,False
480,name,Boyana,Bojana,Voyna,0.8,16.666666666666664,False
481,name,Alejendro,Alejandro,Alejendro,0.1111111111111111,88.88888888888889,False
482,name,Carlous,Carlos,Various,0.5,50.0,False
483,name,Andress,Andres,Undress,0.16666666666666666,83.33333333333334,False
484,name,Antonnio,Antonio,Antonio,0.0,100.0,True
485,name,Carman,Carmen,Warman,0.3333333333333333,66.66666666666666,False
486,name,Isabell,Isabel,Isabel,0.0,100.0,True
487,name,Lorenzzo,Lorenzo,Lorenzzo,0.14285714285714285,85.71428571428571,False
488,name,Kiara,Chiara,Tiara,1.0,0.0,False
489,name,Mateo,Matteo,Later,0.6,33.33333333333333,False
490,name,Luccia,Lucia,Lucca,0.2,80.0,False
491,name,Larse,Lars,Are,1.0,0.0,False
492,name,Fluer,Fleur,Ulcer,0.6,40.0,False
493,name,Braam,Bram,Dream,0.75,25.0,False
494,name,Sane,Sanne,Lane,0.5,40.0,False
495,name,Priyya,Priya,Priyya,0.2,80.0,False
496,name,Georgi,George,George,0.0,100.0,True
