Index,Original,Corrected,Predicted,Levenshtein Distance,Accuracy,Exact Match
391,thre,three,thee,0.25,60.0,False
392,forr,four,fore,0.5,50.0,False
393,fiev,five,five,0.0,100.0,True
394,sxi,six,six,0.0,100.0,True
395,sevn,seven,sen,0.3333333333333333,40.0,False
396,eigt,eight,eight,0.0,100.0,True
397,nien,nine,nine,0.0,100.0,True
398,zreo,zero,zero,0.0,100.0,True
399,tn,ten,tn,0.5,33.33333333333333,False
400,fivteen,fifteen,fifteen,0.0,100.0,True
401,twentythree,twenty-three,twenty three,0.08333333333333333,91.66666666666666,False
402,thiryfour,thirty-four,thiourea,0.625,27.27272727272727,False
403,fortyseven,forty-seven,forty seven,0.09090909090909091,90.9090909090909,False
404,fiftey-two,fifty-two,fifty-two,0.0,100.0,True
405,sixtyeight,sixty-eight,sixty eight,0.09090909090909091,90.9090909090909,False
406,seventynie,seventy-nine,seventieth,0.4,50.0,False
407,eightysix,eighty-six,eighty six,0.1,90.0,False
408,nintynine,ninety-nine,ninety,0.0,54.54545454545454,False
409,one hudnred,one hundred,one hundred,0.0,100.0,True
410,one hundered twentyfive,one hundred twenty-five,one hindered twenty five,0.6956521739130435,30.434782608695656,False
411,two hundreed,two hundred,two hundred,0.0,100.0,True
412,twohundredfifty,two hundred fifty,hundredweight,1.0,0.0,False
413,three hundredthirtythree,three hundred thirty-three,three hundredths,0.1875,50.0,False
414,for hundred,four hundred,for hundred,0.8181818181818182,16.666666666666664,False
415,fourhundred sevnty-six,four hundred seventy-six,four hundred seventy-six,0.0,100.0,True
416,five hunderd,five hundred,five hundred,0.0,100.0,True
417,sxi hundred,six hundred,six hundred,0.0,100.0,True
418,sevn hundred,seven hundred,sen hundred,0.8181818181818182,15.384615384615385,False
419,eigthundred fifty-nine,eight hundred fifty-nine,hundredweight fifty-nine,0.5416666666666666,45.83333333333333,False
420,nien hundred,nine hundred,nine hundred,0.0,100.0,True
421,one tousand,one thousand,one thousand,0.0,100.0,True
422,two-thousand,two thousand,two-thousand,0.08333333333333333,91.66666666666666,False
423,three thousnd threehundred,three thousand three hundred,three thousand three hundred,0.0,100.0,True
424,four thousd fivehundred,four thousand five hundred,four thous five hundred,0.5217391304347826,42.30769230769231,False
425,fivethousand sixhundredfifty,five thousand six hundred fifty,five thousand hundredweight,0.48148148148148145,45.16129032258064,False
426,sixtousand,six thousand,thousand,1.0,0.0,False
427,seventhouand,seven thousand,seventeenths,0.5833333333333334,35.714285714285715,False
428,eigthtousand sevenhundred,eight thousand seven hundred,thousandth seven hundred,0.9583333333333334,3.571428571428571,False
429,ninetousnad,nine thousand,ingeniousness,0.9230769230769231,7.6923076923076925,False
430,tentousand,ten thousand,tendentious,0.7272727272727273,25.0,False
431,twelvetousand fivehundred,twelve thousand five hundred,twelvemonths five hundred,0.68,28.57142857142857,False
432,twentythosend,twenty thousand,twentieths,0.3,46.666666666666664,False
433,thirtythousand threehindred,thirty thousand three hundred,thirty thousand threatened,0.19230769230769232,72.41379310344827,False
434,fortythosand,forty thousand,thousandfold,1.0,0.0,False
435,fiftythpusand onehunderd,fifty thousand one hundred,thousandfold underdone,1.0,0.0,False
436,sixtythousnd,sixty thousand,thousandths,0.9090909090909091,7.142857142857142,False
437,seventythousnad,seventy thousand,adventurousness,0.7333333333333333,25.0,False
438,eighty-thousand fivehundded,eighty thousand five hundred,eighty-thousand fivefold,0.20833333333333334,67.85714285714286,False
439,ninethosand ninhudred,ninety thousand nine hundred,ninetieths uninsured,0.65,25.0,False
440,Tereaza,Tereza,Treater,0.8333333333333334,16.666666666666664,False
441,Jakoub,Jakub,Kojak,1.0,0.0,False
442,Anah,Anna,Ana,0.3333333333333333,50.0,False
443,Peter,Petr,Peter,0.25,75.0,False
444,Sofie,Sophie,Sophie,0.0,100.0,True
445,Alekzander,Alexander,Alexander,0.0,100.0,True
446,Marry,Marie,Marry,0.4,60.0,False
447,Leonn,Leon,Leon,0.0,100.0,True
448,Katarina,Katharina,Katrina,0.5714285714285714,33.33333333333333,False
449,Lucass,Lukas,Lucas,0.2,80.0,False
450,Giulia,Julia,Giuliani,1.0,0.0,False
451,Sebastin,Sebastian,Sebastian,0.0,100.0,True
452,Charlot,Charlotte,Harlot,1.0,0.0,False
453,Willam,William,Willa,0.2,57.14285714285714,False
454,Olivya,Olivia,Olivia,0.0,100.0,True
455,Jams,James,Jams,0.25,60.0,False
456,Charlette,Charlotte,Charlotte,0.0,100.0,True
457,Benjiman,Benjamin,Benjamin,0.0,100.0,True
458,Amellia,Amelia,Amelia,0.0,100.0,True
459,Lucus,Lucas,Lucius,0.4,60.0,False
460,Isabela,Isabella,Isabel,0.0,75.0,False
461,Henrey,Henry,Henry,0.0,100.0,True
462,Abagail,Abigail,Abigail,0.0,100.0,True
463,Anastacia,Anastasia,Anastasia,0.0,100.0,True
464,Dmitri,Dmitry,Dmitri,0.16666666666666666,83.33333333333334,False
465,Ekaterena,Ekaterina,Perennate,1.0,0.0,False
466,Iwan,Ivan,Ian,0.6666666666666666,25.0,False
467,Nataliya,Natalia,Natalia,0.0,100.0,True
468,Alexsandr,Aleksandr,Alexandra,0.6666666666666666,33.33333333333333,False
469,Maira,Maria,Maria,0.0,100.0,True
470,Sergay,Sergei,Ser gay,0.5,50.0,False
471,Yulya,Yulia,Yulan,0.4,60.0,False
472,Vladmir,Vladimir,Vladimir,0.0,100.0,True
473,Jovanaa,Jovana,Navajo,0.6666666666666666,33.33333333333333,False
474,Steffan,Stefan,Stefan,0.0,100.0,True
475,Anna,Ana,Anna,0.3333333333333333,66.66666666666666,False
476,Nickola,Nikola,Nicola,0.16666666666666666,83.33333333333334,False
477,Draganna,Dragana,Drag anna,0.42857142857142855,57.14285714285714,False
478,Marco,Marko,Marco,0.2,80.0,False
479,Myllica,Milica,Idyllically,1.0,0.0,False
480,Boyana,Bojana,Boy ana,0.6666666666666666,33.33333333333333,False
481,Alejendro,Alejandro,Alejandro,0.0,100.0,True
482,Carlous,Carlos,Carlos,0.0,100.0,True
483,Andress,Andres,Andres,0.0,100.0,True
484,Antonnio,Antonio,Antonio,0.0,100.0,True
485,Carman,Carmen,Carman,0.16666666666666666,83.33333333333334,False
486,Isabell,Isabel,Isabel,0.0,100.0,True
487,Lorenzzo,Lorenzo,Lorenzo,0.0,100.0,True
488,Kiara,Chiara,Kara,0.75,16.666666666666664,False
489,Mateo,Matteo,Macho,0.6,33.33333333333333,False
490,Luccia,Lucia,Lucca,0.2,80.0,False
491,Larse,Lars,Lars,0.0,100.0,True
492,Fluer,Fleur,Bluer,0.6,40.0,False
493,Braam,Bram,Bream,0.5,50.0,False
494,Sane,Sanne,Sane,0.25,60.0,False
495,Priyya,Priya,Iyyar,1.0,0.0,False
496,extaordinary,extraordinary,extraordinary,0.0,100.0,True
497,responsability,responsibility,responsibility,0.0,100.0,True
498,uncharacteristcally,uncharacteristically,uncharacteristically,0.0,100.0,True
499,misinterpetation,misinterpretation,misinterpretation,0.0,100.0,True
500,fundimentalism,fundamentalism,fundamentalism,0.0,100.0,True
501,uncommunicitive,uncommunicative,uncommunicative,0.0,100.0,True
502,anthropomorphisim,anthropomorphism,anthropomorphism,0.0,100.0,True
503,discombobulate,discombobulated,discombobulate,0.0,93.33333333333333,False
504,intercontinetal,intercontinental,intercontinental,0.0,100.0,True
505,internationalisation,internationalization,internationalization,0.0,100.0,True
506,incomprehensiblety,incomprehensibility,incomprehensible,0.125,73.68421052631578,False
507,counterproductieve,counterproductive,counterproductive,0.0,100.0,True
508,unintelligibleity,unintelligibility,unintelligibility,0.0,100.0,True
509,hyperventalation,hyperventilation,hyperventilation,0.0,100.0,True
510,disqualfication,disqualification,disqualification,0.0,100.0,True
511,email,e-mail,email,0.8,16.666666666666664,False
512,its,it's,its,0.3333333333333333,50.0,False
513,their,they're,their,0.4,42.857142857142854,False
514,shell,she’ll,shell,0.2,66.66666666666666,False
515,Oreilly,O’Reilly,Orally,0.8333333333333334,12.5,False
516,coop,co-op,coop,0.5,40.0,False
517,100$,$100,100$,0.75,25.0,False
518,wellbeing,well-being,well being,0.1,90.0,False
